Profile Name,Title Desc,Selection Type,Choice Segment Id,Has Watched,Source,Utc Timestamp
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,VOLTAR,false,android,2019-01-17 01:42:02
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,DESTRUIR O COMPUTADOR,false,android,2019-01-17 01:41:28
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-17 01:40:46
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,true,android,2019-01-17 01:40:35
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,TOMAR,true,android,2019-01-17 01:39:34
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-17 01:39:21
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,TOMAR,false,android,2019-01-17 01:38:33
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,PUXAR A ORELHA,false,android,2019-01-17 01:37:52
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,CONSULTAR A DRA. HAYNES,false,android,2019-01-17 01:37:29
Alan ,Black Mirror: Bandersnatch,countdown_complete,STEFAN,false,android,2019-01-17 01:35:52
Alan ,Black Mirror: Bandersnatch,countdown_complete,SIM,false,android,2019-01-17 01:35:03
Alan ,Black Mirror: Bandersnatch,countdown_complete,,false,android,2019-01-17 01:34:28
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,GRITAR COM O PAI,false,android,2019-01-17 01:33:59
Alan ,Black Mirror: Bandersnatch,countdown_complete,,false,android,2019-01-17 01:33:09
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-17 01:33:05
Alan ,Black Mirror: Bandersnatch,countdown_complete,GRITAR COM O PAI,false,android,2019-01-17 01:32:29
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-17 01:32:05
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,FALAR SOBRE A MÃE,false,android,2019-01-17 01:31:40
Alan ,Black Mirror: Bandersnatch,countdown_complete,GRITAR COM O PAI,false,android,2019-01-17 01:30:54
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,VOLTAR,false,android,2019-01-17 01:30:48
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,JOGAR CHÁ NO COMPUTADOR,false,android,2019-01-17 01:30:21
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,PHAEDRA,false,android,2019-01-17 01:29:14
Alan ,Black Mirror: Bandersnatch,countdown_complete,,false,android,2019-01-17 01:28:28
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,NÃO,false,android,2019-01-17 01:28:03
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-17 01:25:58
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,THOMPSON TWINS,false,android,2019-01-17 01:23:10
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,SUGAR PUFFS,false,android,2019-01-17 01:22:18
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:38:11
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:36:11
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,SIM,false,android,2019-01-01 23:30:51
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,TOY,false,android,2019-01-01 23:28:54
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,PEGAR O COELHO DO PAI,false,android,2019-01-01 23:26:31
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,DESISTIR,false,android,2019-01-01 23:25:54
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:25:00
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,CHUTAR O SACO,false,android,2019-01-01 23:24:05
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,LUTAR COM ELA,false,android,2019-01-01 23:23:33
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:23:12
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,false,android,2019-01-01 23:20:53
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,false,android,2019-01-01 23:20:30
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,O LOGO 'N' DA NETFLIX,false,android,2019-01-01 23:20:05
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:19:21
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:16:46
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,BATER NA MESA,false,android,2019-01-01 23:15:48
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 23:11:23
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,ROER AS UNHAS,false,android,2019-01-01 23:09:46
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,COLIN,false,android,2019-01-01 23:07:34
Alan ,Black Mirror: Bandersnatch,countdown_complete,SIM,false,android,2019-01-01 23:03:03
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 22:59:46
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,GRITAR COM O PAI,false,android,2019-01-01 22:58:16
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,THE BERMUDA TRIANGLE,false,android,2019-01-01 22:55:07
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 22:52:47
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 22:51:47
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,NÃO,false,android,2019-01-01 22:51:20
Alan ,Black Mirror: Bandersnatch,countdown_complete,,false,android,2019-01-01 22:45:53
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,,false,android,2019-01-01 22:41:43
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,AGORA 2,false,android,2019-01-01 22:37:07
Alan ,Black Mirror: Bandersnatch,countdown_interrupted,SUCRILHOS,false,android,2019-01-01 22:36:12
Ale ,"You vs. Wild: Season 1: ""Myth of the Abandoned Mine""",countdown_interrupted,Cabo aéreo,false,www,2019-05-08 02:07:39
Ale ,"You vs. Wild: Season 1: ""Myth of the Abandoned Mine""",countdown_interrupted,Pinheiro,false,www,2019-05-08 02:05:28
Ale ,"You vs. Wild: Season 1: ""Myth of the Abandoned Mine""",countdown_interrupted,Atrair ovelha,false,www,2019-05-08 02:00:28
Ale ,"You vs. Wild: Season 1: ""Myth of the Abandoned Mine""",countdown_interrupted,Prosseguir,false,www,2019-05-08 01:58:46
Ale ,"You vs. Wild: Season 1: ""Myth of the Abandoned Mine""",countdown_interrupted,Mortal para trás,false,www,2019-05-08 01:56:59
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Lutar,false,www,2019-05-08 01:53:33
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Pular,false,www,2019-05-08 01:52:12
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Sair da caverna,false,www,2019-05-08 01:48:38
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Caverna,false,www,2019-05-08 01:46:38
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Flutuar,false,www,2019-05-08 01:43:31
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Lutar,false,www,2019-05-08 01:42:03
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Algas,false,www,2019-05-08 01:38:48
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Margear,true,www,2019-05-08 01:36:34
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Mariscos,false,www,2019-05-08 01:30:25
Ale ,"You vs. Wild: Season 1: ""Land of the Dragons""",countdown_interrupted,Margear,false,www,2019-05-08 01:28:20
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 2""",countdown_interrupted,Cabeça,false,www,2019-05-07 06:48:33
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 2""",countdown_interrupted,Túnel de teia,false,www,2019-05-07 06:42:05
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 2""",countdown_interrupted,Mina,false,www,2019-05-07 06:38:49
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 1""",countdown_interrupted,Seguir rastros,false,www,2019-05-07 06:30:32
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 1""",countdown_complete,Cânion estreito,false,www,2019-05-07 06:28:24
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 1""",countdown_complete,Fazer rapel,false,www,2019-04-19 15:52:52
Ale ,"You vs. Wild: Season 1: ""A Venomous Adventure, Pt. 1""",countdown_interrupted,Helicóptero,false,www,2019-04-19 15:47:42
Ale ,"You vs. Wild: Season 1: ""Lost on Snow Mountain""",countdown_interrupted,Fogueira,false,www,2019-04-19 15:42:38
Ale ,"You vs. Wild: Season 1: ""Lost on Snow Mountain""",countdown_interrupted,Pesca no gelo,false,www,2019-04-19 15:26:09
Ale ,"You vs. Wild: Season 1: ""Lost on Snow Mountain""",countdown_interrupted,Abrigo na rocha,false,www,2019-04-19 15:22:24
Ale ,"You vs. Wild: Season 1: ""Lost on Snow Mountain""",countdown_interrupted,Estática,false,www,2019-04-19 15:20:31
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Fazer rapel,false,www,2019-04-19 15:14:18
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Deslizar,false,www,2019-04-19 15:12:09
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Árvore,false,www,2019-04-19 15:08:35
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Procurar comida,false,www,2019-04-19 15:05:07
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Sistematicamente,false,www,2019-04-19 15:01:15
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Rastejar,false,www,2019-04-19 14:57:21
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Caminhar,false,www,2019-04-19 14:54:29
Ale ,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_interrupted,Parapente,false,www,2019-04-19 14:49:56
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Corda,false,www,2019-04-19 01:29:56
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Rocha,false,www,2019-04-19 01:27:57
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Caverna,false,www,2019-04-19 01:25:31
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Lama,false,www,2019-04-19 01:21:03
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Capim,false,www,2019-04-19 01:18:48
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Manguezal,false,www,2019-04-19 01:16:22
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Corda,false,www,2019-04-19 01:12:19
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Usar cipó,false,www,2019-04-19 01:06:45
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Atravessar no tronco,false,www,2019-04-19 01:03:37
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_complete,Larva,false,www,2019-04-19 01:01:12
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Seguir o rio,false,www,2019-04-19 00:57:15
Ale ,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Estilingue,false,www,2019-04-19 00:55:13
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,SIM,false,www,2019-02-05 20:41:09
Ale ,Black Mirror: Bandersnatch,countdown_complete,TOY,false,www,2019-02-05 20:37:51
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,DEIXÁ-LO IR,false,www,2019-02-05 20:33:52
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,SIM,false,www,2019-02-05 20:31:31
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 20:30:19
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 18:24:54
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 18:19:19
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,MATAR O PAI,false,www,2019-02-05 18:18:14
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,true,www,2019-02-05 18:16:52
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 18:07:43
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,CHUTAR O SACO,false,www,2019-02-05 18:05:26
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,LUTAR COM ELA,true,www,2019-02-05 18:01:23
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 18:00:59
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,true,www,2019-02-05 17:53:50
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,true,www,2019-02-05 17:53:26
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,O LOGO 'N' DA NETFLIX,true,www,2019-02-05 17:52:55
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,PEGAR A FOTO,false,www,2019-02-05 17:50:02
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,DESISTIR,false,www,2019-02-05 17:49:11
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:48:19
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:47:21
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:45:22
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,COLIN,false,www,2019-02-05 17:33:04
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,VOLTAR,false,www,2019-02-05 17:32:48
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,STEFAN,false,www,2019-02-05 17:31:07
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,SIM,false,www,2019-02-05 17:26:42
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,GOLPEAR O PAI NO PESCOÇO,false,www,2019-02-05 17:20:54
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,LUTAR COM ELA,false,www,2019-02-05 17:20:23
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:20:00
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,false,www,2019-02-05 17:16:29
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,CONTAR MAIS,false,www,2019-02-05 17:16:08
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,O LOGO 'N' DA NETFLIX,false,www,2019-02-05 17:15:36
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:13:12
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:12:18
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 17:09:09
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,BATER NA MESA,false,www,2019-02-05 17:07:15
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,,false,www,2019-02-05 16:49:49
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,ROER AS UNHAS,false,www,2019-02-05 16:48:11
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,GRITAR COM O PAI,false,www,2019-02-05 16:45:33
Ale ,Black Mirror: Bandersnatch,countdown_interrupted,PHAEDRA,false,www,2019-02-05 16:36:27
