Profile Name,Title Name,Country,Utc Title Add Date
Alan ,Halloween 4: The Return of Michael Myers,Brazil,2021-10-23
Alan ,Locke & Key,Brazil,2021-10-17
Alan ,After Earth,Brazil,2021-10-10
Alan ,Bram Stoker's Dracula,Brazil,2021-09-04
Alan ,Sex Education,Brazil,2021-08-26
Alan ,Metal Shop Masters,Brazil,2021-08-26
Alan ,The Witcher: Nightmare of the Wolf,Brazil,2021-08-19
Alan ,Ghost Killers vs Bloody Mary,Brazil,2021-08-19
Alan ,Brooklyn Nine-Nine,Brazil,2021-08-19
Alan ,Money Heist,Brazil,2021-08-19
Alan ,Untold: Malice at the Palace,Brazil,2021-08-12
Alan ,The Water Man,Brazil,2021-07-13
Alan ,Top Secret UFO Projects: Declassified,Brazil,2021-07-13
Alan ,Sex/Life,Brazil,2021-07-03
Alan ,Unfriended,Brazil,2021-06-29
Alan ,BlacKkKlansman,Brazil,2021-06-13
Alan ,Resident Evil: Degeneration,Brazil,2021-05-24
Alan ,Highlander,Brazil,2021-05-24
Alan ,Overlord,Brazil,2021-05-05
Alan ,Shadow and Bone,Brazil,2021-05-04
Alan ,RESIDENT EVIL: Infinite Darkness,Brazil,2021-04-22
Alan ,Unfriended: Dark Web,Brazil,2021-04-22
Alan ,Castlevania,Brazil,2021-04-18
Alan ,Run,Brazil,2021-04-11
Alan ,Headspace Guide to Sleep,Brazil,2021-04-11
Alan ,The Walking Dead,Brazil,2021-04-11
Alan ,To the Bone,Brazil,2021-04-10
Alan ,Replicas,Brazil,2021-04-10
Alan ,47 Ronin,Brazil,2021-04-08
Alan ,Dolly Parton: A MusiCares Tribute,Brazil,2021-04-05
Alan ,Sleepers,Brazil,2021-04-05
Alan ,The White Tiger,Brazil,2021-04-05
Alan ,Rambo: First Blood,Brazil,2021-03-20
Alan ,Rambo: First Blood Part II,Brazil,2021-03-20
Alan ,Rambo III,Brazil,2021-03-20
Alan ,Halloween,Brazil,2021-03-10
Alan ,The Karate Kid Part II,Brazil,2021-03-07
Alan ,The Karate Kid,Brazil,2021-03-07
Alan ,Cobra Kai,Brazil,2021-03-07
Alan ,The Karate Kid Part III,Brazil,2021-03-07
Alan ,Last Chance U: Basketball,Brazil,2021-03-04
Alan ,Sepultura Endurance,Brazil,2021-02-11
Alan ,The Carter Effect,Brazil,2021-02-11
Alan ,Animals on the Loose: A You vs. Wild Movie,Brazil,2021-02-01
Alan ,The Last Paradiso,Brazil,2021-02-01
Alan ,Castlevania,Brazil,2021-01-17
Alan ,Tony Parker: The Final Shot,Brazil,2021-01-03
Alan ,The First Purge,Brazil,2021-01-03
Alan ,Step Up,Brazil,2021-01-03
Alan ,Sneakerheads,Brazil,2021-01-03
Alan ,Last Knights,Brazil,2020-12-29
Alan ,Tony Parker: The Final Shot,Brazil,2020-12-29
Alan ,Alice in Borderland,Brazil,2020-12-28
Alan ,Uncut Gems,Brazil,2020-12-28
Alan ,300,Brazil,2020-12-04
Alan ,300: Rise of an Empire,Brazil,2020-11-26
Alan ,Challenger,Brazil,2020-11-26
Alan ,The Matrix Reloaded,Brazil,2020-11-08
Alan ,The Matrix,Brazil,2020-11-08
Alan ,The Matrix Revolutions,Brazil,2020-11-08
Alan ,Rocky III,Brazil,2020-11-04
Alan ,Rocky Balboa,Brazil,2020-11-04
Alan ,Rocky IV,Brazil,2020-11-04
Alan ,Creed,Brazil,2020-11-04
Alan ,Creed II,Brazil,2020-11-04
Alan ,Rocky V,Brazil,2020-11-04
Alan ,Rocky II,Brazil,2020-11-04
Alan ,The Alienist,Brazil,2020-10-30
Alan ,ONE PIECE,Brazil,2020-10-20
Alan ,The Alienist,Brazil,2020-10-11
Alan ,ONE PIECE,Brazil,2020-10-11
Alan ,Enola Holmes,Brazil,2020-10-04
Alan ,Annabelle: Creation,Brazil,2020-09-15
Alan ,Chef's Table: BBQ,Brazil,2020-09-10
Alan ,KENGAN ASHURA,Brazil,2020-09-05
Alan ,DEATH NOTE,Brazil,2020-09-05
Alan ,The West,Brazil,2020-08-31
Alan ,Chef's Table: BBQ,Brazil,2020-08-31
Alan ,Annabelle: Creation,Brazil,2020-08-31
Alan ,High Score,Brazil,2020-08-21
Alan ,Mystery Lab,Brazil,2020-08-08
Alan ,Offering to the Storm,Brazil,2020-07-27
Alan ,The Invisible Guardian,Brazil,2020-07-27
Alan ,The Legacy of the Bones,Brazil,2020-07-27
Alan ,El Camino: A Breaking Bad Movie,Brazil,2020-07-19
Alan ,Forrest Gump,Brazil,2020-06-21
Alan ,Breaking Bad,Brazil,2020-06-21
Alan ,The Legacy of the Bones,Brazil,2020-06-15
Alan ,Ocean's Thirteen,Brazil,2020-06-15
Alan ,The Invisible Guardian,Brazil,2020-06-15
Alan ,Ocean's Twelve,Brazil,2020-06-15
Alan ,Dark,Brazil,2020-06-03
Alan ,History 101,Brazil,2020-05-31
Alan ,Batman Begins,Brazil,2020-05-30
Alan ,Space Jam,Brazil,2020-05-30
Alan ,Shutter Island,Brazil,2020-05-30
Alan ,The Dark Knight Rises,Brazil,2020-05-30
Alan ,Superman Returns,Brazil,2020-05-30
Alan ,Snowpiercer,Brazil,2020-05-27
Alan ,Going in Style,Brazil,2020-05-27
Alan ,The Beguiled,Brazil,2020-05-25
Alan ,Stranger Things,Brazil,2020-05-25
Alan ,Saving Private Ryan,Brazil,2020-05-25
Alan ,The 100,Brazil,2020-05-17
Alan ,The Dark Knight Rises,Brazil,2020-05-09
Alan ,Journey 2: The Mysterious Island,Brazil,2020-05-03
Alan ,Shutter Island,Brazil,2020-05-03
Alan ,The Last Dance,Brazil,2020-04-19
Alan ,Batman v Superman: Dawn of Justice,Brazil,2020-04-19
Alan ,Gotham,Brazil,2020-04-19
Alan ,Miracle in Cell No. 7,Brazil,2020-04-16
Alan ,Resident Evil: Vendetta,Brazil,2020-03-28
Alan ,Money Heist,Brazil,2020-03-28
Alan ,Sniper: Ultimate Kill,Brazil,2020-03-28
Alan ,The Beguiled,Brazil,2020-03-28
Alan ,Pandemic: How to Prevent an Outbreak,Brazil,2020-03-23
Alan ,Freud,Brazil,2020-03-15
Alan ,Peaky Blinders,Brazil,2020-02-28
Alan ,House of Wax,Brazil,2020-02-26
Alan ,Terminator Genisys,Brazil,2020-02-26
Alan ,Castlevania,Brazil,2020-02-26
Alan ,Locke & Key,Brazil,2020-02-25
Alan ,The Stranger,Brazil,2020-02-25
Alan ,Paul,Brazil,2020-01-15
Alan ,Saturday Night Fever,Brazil,2020-01-15
Alan ,Man of Steel,Brazil,2020-01-15
Alan ,The Purge: Election Year,Brazil,2020-01-15
Alan ,Battle: Los Angeles,Brazil,2020-01-15
Alan ,The Exorcism of Emily Rose,Brazil,2019-12-29
Alan ,Assassin's Creed,Brazil,2019-12-23
Alan ,Twice Upon A Time,Brazil,2019-12-16
Alan ,The Witcher,Brazil,2019-12-16
Alan ,The Last Hangover,Brazil,2019-12-16
Alan ,Get Out,Brazil,2019-12-16
Alan ,6 Underground,Brazil,2019-12-14
Alan ,V Wars,Brazil,2019-12-04
Alan ,Transformers: The Last Knight,Brazil,2019-12-04
Alan ,Nobody's Looking,Brazil,2019-11-29
Alan ,Singapore Social,Brazil,2019-11-27
Alan ,The Fate of the Furious,Brazil,2019-11-12
Alan ,Greatest Events of WWII in Colour,Brazil,2019-10-30
Alan ,The End of the F***ing World,Brazil,2019-10-30
Alan ,Vikings,Brazil,2019-10-30
Alan ,Rotten,Brazil,2019-10-30
Alan ,El Camino: A Breaking Bad Movie,Brazil,2019-10-14
Alan ,Kardec,Brazil,2019-10-11
Alan ,"The Mind, Explained",Brazil,2019-09-21
Alan ,Explained,Brazil,2019-09-21
Alan ,Split,Brazil,2019-09-17
Alan ,Living with Yourself,Brazil,2019-09-17
Alan ,The Conjuring,Brazil,2019-09-17
Alan ,Leatherface: The Texas Chainsaw Massacre III,Brazil,2019-09-17
Alan ,Marianne,Brazil,2019-09-16
Alan ,Elena,Brazil,2019-09-15
Alan ,Olmo & the Seagull,Brazil,2019-09-15
Alan ,Hyperdrive,Brazil,2019-08-23
Alan ,Sextuplets,Brazil,2019-08-06
Alan ,The Accountant,Brazil,2019-08-06
Alan ,KENGAN ASHURA,Brazil,2019-08-06
Alan ,Last Chance U,Brazil,2019-08-01
Alan ,A Nightmare on Elm Street 4: The Dream Master,Brazil,2019-07-19
Alan ,​SAINT SEIYA: Knights of the Zodiac,Brazil,2019-07-19
Alan ,A Nightmare on Elm Street 3: Dream Warriors,Brazil,2019-07-19
Alan ,Money Heist,Brazil,2019-07-12
Alan ,Toy Story 3,Brazil,2019-07-09
Alan ,Coach Carter,Brazil,2019-07-09
Alan ,Unsolved,Brazil,2019-07-09
Alan ,Point Blank,Brazil,2019-07-09
Alan ,Toy Story,Brazil,2019-07-09
Alan ,The Haunting of Hill House,Brazil,2019-07-09
Alan ,Beats,Brazil,2019-07-09
Alan ,John Wick,Brazil,2019-06-22
Alan ,Dark,Brazil,2019-06-22
Alan ,Stranger Things,Brazil,2019-06-22
Alan ,Don't Breathe,Brazil,2019-06-22
Alan ,Cobra,Brazil,2019-06-22
Alan ,When They See Us,Brazil,2019-06-22
Alan ,Guerras do Brasil.doc,Brazil,2019-06-22
Alan ,"Oh, Ramona!",Brazil,2019-06-22
Alan ,Murder Mystery,Brazil,2019-06-16
Alan ,The Society,Brazil,2019-05-13
Alan ,It's Bruno!,Brazil,2019-05-11
Alan ,The Wandering Earth,Brazil,2019-05-11
Alan ,The Mechanism,Brazil,2019-05-11
Alan ,Black Summer,Brazil,2019-04-15
Alan ,The Silence,Brazil,2019-04-15
Alan ,Quicksand,Brazil,2019-04-06
Alan ,The OA,Brazil,2019-03-31
Alan ,The Witch: Part 1 - The Subversion,Brazil,2019-03-25
Alan ,Mad Max,Brazil,2019-03-23
Alan ,Your Son,Brazil,2019-03-06
Alan ,2 Fast 2 Furious,Brazil,2019-03-02
Alan ,Fast Five,Brazil,2019-03-02
Alan ,The Fast and the Furious: Tokyo Drift,Brazil,2019-03-02
Alan ,The Green Mile,Brazil,2019-03-02
Alan ,The Fast and the Furious,Brazil,2019-03-02
Alan ,Transformers: Revenge of the Fallen,Brazil,2019-03-02
Alan ,Fast & Furious,Brazil,2019-03-02
Alan ,Fast & Furious 6,Brazil,2019-03-02
Alan ,The Shawshank Redemption,Brazil,2019-03-02
Alan ,Transformers: Dark of the Moon,Brazil,2019-03-02
Alan ,Transformers Prime,Brazil,2019-03-02
Alan ,Suburra: Blood on Rome,Brazil,2019-02-19
Alan ,The Umbrella Academy,Brazil,2019-02-18
Alan ,Constantine,Brazil,2019-02-03
Alan ,Titans,Brazil,2019-01-17
Alan ,Skins,Brazil,2019-01-17
Alan ,Conversations with a Killer: The Ted Bundy Tapes,Brazil,2019-01-17
Alan ,Sex Education,Brazil,2019-01-04
Alan ,Sherlock,Brazil,2018-12-22
Alan ,Bird Box,Brazil,2018-12-15
Alan ,Saw,Brazil,2018-12-15
Alan ,Castlevania,Brazil,2018-10-28
Alan ,Brooklyn Nine-Nine,Brazil,2018-10-20
Alan ,Big Mouth,Brazil,2018-10-05
Alan ,The Flash,Brazil,2018-08-31
Alan ,GHOUL,Brazil,2018-08-21
Alan ,Gotham,Brazil,2018-08-21
Alan ,Lost,Brazil,2018-08-17
Alan ,Afflicted,Brazil,2018-08-09
Alan ,Chef,Brazil,2018-08-04
Alan ,Extinction,Brazil,2018-08-01
Alan ,Kiss Me First,Brazil,2018-06-29
Alan ,The Staircase,Brazil,2018-06-25
Alan ,Shooter,Brazil,2018-06-16
Alan ,Blindspot,Brazil,2018-06-16
Alan ,The Witch,Brazil,2018-06-16
Alan ,13 Hours: The Secret Soldiers of Benghazi,Brazil,2018-06-16
Alan ,The Expanse,Brazil,2018-06-14
Alan ,13 Reasons Why,Brazil,2018-06-06
Alan ,Set It Up,Brazil,2018-06-06
Alan ,13 Reasons Why,Brazil,2018-05-15
Alan ,Immortals,Brazil,2018-05-11
Alan ,I Am Not an Easy Man,Brazil,2018-05-10
Alan ,Safe,Brazil,2018-05-10
Alan ,Sword Art Online,Brazil,2018-05-09
Alan ,Sword Art Online II,Brazil,2018-05-09
Alan ,The Rain,Brazil,2018-05-07
Alan ,Pride & Prejudice,Brazil,2018-05-05
Alan ,Evil Genius: the True Story of America's Most Diabolical Bank Heist,Brazil,2018-05-02
Alan ,Avatar: The Last Airbender,Brazil,2018-04-23
Alan ,Avatar: The Last Airbender,Brazil,2018-04-21
Alan ,Orange Is the New Black,Brazil,2018-04-21
Alan ,Psychokinesis,Brazil,2018-04-20
Alan ,Orange Is the New Black,Brazil,2018-04-18
Alan ,The Chalet,Brazil,2018-04-18
Alan ,Criminal Minds,Brazil,2018-04-18
Alan ,Gossip Girl,Brazil,2018-04-18
Alan ,Hush,Brazil,2018-04-12
Alan ,Hush,Brazil,2018-04-07
Alan ,Come Sunday,Brazil,2018-04-06
Alan ,The Alienist,Brazil,2018-04-05
Alan ,The Walking Dead,Brazil,2018-04-03
Alan ,The Titan,Brazil,2018-04-02
Alan ,The 100,Brazil,2018-03-31
Alan ,Money Heist,Brazil,2018-03-31
Alan ,Irreplaceable You,Brazil,2018-03-31
Alan ,Grown Ups,Brazil,2018-03-30
Alan ,Annihilation,Brazil,2018-03-26
Alan ,Straight Outta Compton,Brazil,2018-03-26
Alan ,Free State of Jones,Brazil,2018-03-25
Alan ,The Godfather,Brazil,2018-03-25
Alan ,Room,Brazil,2018-03-24
Alan ,The Cabin in the Woods,Brazil,2018-03-17
Alan ,Grown Ups 2,Brazil,2018-03-17
Alan ,The Lovely Bones,Brazil,2018-02-21
Alan ,Re:Mind,Brazil,2018-02-20
Alan ,Chewing Gum,Brazil,2018-02-17
Alan ,The Mortal Instruments: City of Bones,Brazil,2018-02-17
Alan ,Everything Sucks!,Brazil,2018-02-16
Alan ,The Cloverfield Paradox,Brazil,2018-02-09
Alan ,Damnation,Brazil,2018-02-01
Alan ,Moonlight,Brazil,2018-01-31
Alan ,The Godfather,Brazil,2018-01-31
Alan ,Life Is Beautiful,Brazil,2018-01-31
Alan ,Pulp Fiction,Brazil,2018-01-31
Alan ,Reservoir Dogs,Brazil,2018-01-31
Alan ,One Flew Over the Cuckoo's Nest,Brazil,2018-01-31
Alan ,The Breakfast Club,Brazil,2018-01-31
Alan ,Scarface,Brazil,2018-01-31
Alan ,The Godfather: Part III,Brazil,2018-01-31
Alan ,The Godfather: Part II,Brazil,2018-01-31
Alan ,Inglourious Basterds,Brazil,2018-01-31
Alan ,Spirit: Stallion of the Cimarron,Brazil,2018-01-20
Alan ,The Age of Adaline,Brazil,2018-01-20
Alan ,Pride & Prejudice,Brazil,2018-01-20
Alan ,The Help,Brazil,2018-01-20
Alan ,The OA,Brazil,2018-01-20
Alan ,"House, M.D.",Brazil,2018-01-20
Alan ,Lion,Brazil,2018-01-20
Alan ,Okja,Brazil,2018-01-11
Alan ,The Do-Over,Brazil,2018-01-10
Alan ,Naked,Brazil,2017-12-29
Alan ,72 Dangerous Animals: Latin America,Brazil,2017-12-28
Alan ,Ash vs. Evil Dead,Brazil,2017-12-22
Ale ,She Would Never Know,Brazil,2022-12-18
Ale ,Bad And Crazy,Brazil,2022-12-11
Ale ,The Perfect Man,Brazil,2022-12-06
Ale ,Dracula Untold,Brazil,2022-12-04
Ale ,Elves,Brazil,2022-11-28
Ale ,Once Upon a Small Town,Brazil,2022-10-31
Ale ,The Time Traveler's Wife,Brazil,2022-10-19
Ale ,Glitch,Brazil,2022-10-09
Ale ,The Perfumier,Brazil,2022-09-21
Ale ,Navillera,Brazil,2022-09-15
Ale ,Forecasting Love and Weather,Brazil,2022-09-07
Ale ,Fractured,Brazil,2022-08-30
Ale ,Café Minamdang,Brazil,2022-08-28
Ale ,Ghost in the Shell,Brazil,2020-03-05
Ale ,Resident Evil: Retribution,Brazil,2020-03-05
Ale ,Iverson,Brazil,2020-02-13
Ale ,Yu-Gi-Oh!,Brazil,2020-01-20
Ale ,Cheech & Chong's Next Movie,Brazil,2019-05-17
Ale ,Rafinha Bastos: Ultimatum,Brazil,2019-05-17
Ale ,Cooking on High,Brazil,2019-05-17
Ale ,Castlevania,Brazil,2019-05-17
Ale ,Lucifer,Brazil,2019-05-09
Ale ,Hip-Hop Evolution,Brazil,2019-02-15
Ale ,Unsolved,Brazil,2019-02-01
Ale ,Black Mirror: Bandersnatch,Brazil,2019-02-01
Ale ,Straight Outta Compton,Brazil,2018-11-08
Ale ,Batman Ninja,Brazil,2018-11-03
Ale ,Paradise PD,Brazil,2018-11-03
Ale ,Breaking Bad,Brazil,2018-10-28
Ale ,Dragons: Race to the Edge,Brazil,2018-10-28
Ale ,Naruto Shippuden,Brazil,2018-10-28
Ale ,The Seven Deadly Sins,Brazil,2018-10-28
Ale ,Kick Buttowski: Suburban Daredevil,Brazil,2018-10-28
Ale ,Disenchantment,Brazil,2018-10-28
Casa,Peaky Blinders,Brazil,2021-10-04
Casa,Intrusion,Brazil,2021-10-01
Casa,Fate/stay night: Unlimited Blade Works,Brazil,2021-09-14
Casa,RESIDENT EVIL: Infinite Darkness,Brazil,2020-10-30
Casa,Hands of Stone,Brazil,2020-03-20
Casa,KAOS,Brazil,2020-01-24
Casa,22 July,Brazil,2018-09-30
Casa,Shooter,Brazil,2018-06-28
Casa,Spartacus,Brazil,2018-05-11
Casa,Gun,Brazil,2018-05-11
Casa,13 Reasons Why,Brazil,2018-05-11
Casa,Vikings,Brazil,2018-02-12
Adilan,The Witcher: Blood Origin,Brazil,2022-12-18
Adilan,Jumanji: The Next Level,Brazil,2022-12-18
Adilan,Extraction 2,Brazil,2022-12-12
Adilan,8 Mile,Brazil,2022-12-07
Adilan,The Big 4,Brazil,2022-12-06
Adilan,The Volcano: Rescue from Whakaari,Brazil,2022-12-06
Adilan,A Series of Unfortunate Events,Brazil,2022-12-06
Adilan,Don't Pick Up the Phone,Brazil,2022-12-06
Adilan,Fast & Furious Presents: Hobbs & Shaw,Brazil,2022-04-21
Adilan,Conversations with a Killer: The John Wayne Gacy Tapes,Brazil,2022-04-21
Adilan,Squid Game,Brazil,2021-09-24
Adilan,The Witcher: Nightmare of the Wolf,Brazil,2021-04-19
Ju,Old People,Brazil,2022-11-05
