Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Adilan,2022-12-18 06:21:46,00:00:28,Autoplayed: user action: None; ,Trailer: Matilda: O Musical,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:28,00:00:28,BR (Brazil)
Adilan,2022-12-18 06:21:26,00:00:12,Autoplayed: user action: None; ,Minissérie (Trailer): The Witcher: A Origem,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:12,00:00:12,BR (Brazil)
Adilan,2022-12-18 06:20:30,00:00:17,Autoplayed: user action: None; ,Trailer: Glass Onion: Um Mistério Knives Out,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:17,00:00:17,BR (Brazil)
Adilan,2022-12-18 06:20:09,00:00:05,Autoplayed: user action: None; ,The Mad Hatter_hook_01_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Adilan,2022-12-18 06:19:29,00:00:07,Autoplayed: user action: None; ,Van Helsing: Temporada 2 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-18 06:19:19,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Clipe): Sandman,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,Not latest view,BR (Brazil)
Adilan,2022-12-18 04:56:56,01:13:40,,Contra o Gelo,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:38:23,01:38:23,BR (Brazil)
Adilan,2022-12-18 04:55:58,00:00:54,Autoplayed: user action: None; ,Contra o Gelo (Clipe): Contra o Gelo,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:54,00:00:54,BR (Brazil)
Adilan,2022-12-18 04:55:33,00:00:19,Autoplayed: user action: None; ,O Nome da Morte_hook_05_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:19,00:00:19,BR (Brazil)
Adilan,2022-12-18 04:55:00,00:00:29,Autoplayed: user action: None; ,Oblivion_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:29,00:00:29,BR (Brazil)
Adilan,2022-12-18 04:54:09,00:00:33,Autoplayed: user action: None; ,Titãs: Temporada 2 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:33,00:00:33,BR (Brazil)
Adilan,2022-12-18 04:53:33,00:00:33,Autoplayed: user action: None; ,Temporada 1 (Clipe): Sandman,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:33,Not latest view,BR (Brazil)
Adilan,2022-12-18 04:18:56,00:33:38,,Os 4 Malfeitores,,Samsung CE 2020 Kant-S2 DTV Smart TV,02:14:06,02:14:06,BR (Brazil)
Adilan,2022-12-18 02:22:44,01:09:52,,Os 4 Malfeitores,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:37:03,Not latest view,BR (Brazil)
Adilan,2022-12-18 00:15:49,00:00:04,Autoplayed: user action: None; ,Teaser: Os 4 Malfeitores,TEASER_TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-18 00:15:38,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe): Recruta,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-17 05:36:26,00:13:15,,Os 4 Malfeitores,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:13:15,Not latest view,BR (Brazil)
Adilan,2022-12-17 05:36:02,00:00:17,Autoplayed: user action: None; ,Os 4 Malfeitores (Clipe): Os 4 Malfeitores,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:17,00:00:17,BR (Brazil)
Adilan,2022-12-15 03:14:36,00:37:39,,Dragão: A história de Bruce Lee,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:37:53,00:37:53,BR (Brazil)
Adilan,2022-12-14 19:07:02,00:00:04,Autoplayed: user action: None; ,Dragon: The Bruce Lee Story_hook_02_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-13 20:50:56,00:00:03,Autoplayed: user action: None; ,Lemony Snicket: Desventuras em Série: Temporada 1: Serraria Baixo-Astral - Volume 2 (Episódio 8),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-13 20:08:19,00:42:34,,Lemony Snicket: Desventuras em Série: Temporada 1: Serraria Baixo-Astral - Volume 1 (Episódio 7),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:42:40,00:42:40,BR (Brazil)
Adilan,2022-12-13 19:16:46,00:51:31,,Lemony Snicket: Desventuras em Série: Temporada 1: O Lago das Sanguessugas - Volume 2 (Episódio 6),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:51:37,00:51:37,BR (Brazil)
Adilan,2022-12-13 18:43:26,00:33:00,,Lemony Snicket: Desventuras em Série: Temporada 1: O Lago das Sanguessugas - Volume 1 (Episódio 5),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:40:45,00:40:45,BR (Brazil)
Adilan,2022-12-13 18:39:27,00:02:34,Autoplayed: user action: User_Interaction; ,Lemony Snicket: Desventuras em Série: Temporada 1: A Sala dos Répteis: Volume 2 (Episódio 4),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:43:55,00:43:55,BR (Brazil)
Adilan,2022-12-13 18:32:06,00:06:13,,Lemony Snicket: Desventuras em Série: Temporada 1: A Sala dos Répteis: Volume 1 (Episódio 3),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:48:14,00:48:14,BR (Brazil)
Adilan,2022-12-13 18:31:46,00:00:11,Autoplayed: user action: None; ,Temporada 1 (Trailer): Wandinha,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:11,00:00:11,BR (Brazil)
Adilan,2022-12-13 18:31:40,00:00:04,Autoplayed: user action: None; ,Alice in Borderland: Temporada 1 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-13 17:04:54,01:26:06,,Quero Ficar com Polly,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:24:51,01:24:51,BR (Brazil)
Adilan,2022-12-13 17:04:11,00:00:24,Autoplayed: user action: None; ,The Interview_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:24,00:00:24,BR (Brazil)
Adilan,2022-12-13 17:03:46,00:00:12,Autoplayed: user action: None; ,Temporada 1 (Trailer): Sr. Meia-Noite: Cuidado com os Monstros,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:12,00:00:12,BR (Brazil)
Adilan,2022-12-13 17:03:33,00:00:08,Autoplayed: user action: None; ,Temporada 4 (Clipe): Brincando com Fogo,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:08,00:00:08,BR (Brazil)
Adilan,2022-12-13 17:01:46,00:01:37,Autoplayed: user action: None; ,Trailer: As Linhas Tortas de Deus,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:01:37,00:01:37,BR (Brazil)
Adilan,2022-12-13 17:00:46,00:00:35,Autoplayed: user action: None; ,The Forgotten Battle - Upper Bound Clip 4,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:35,00:00:35,BR (Brazil)
Adilan,2022-12-13 16:33:20,00:27:02,Autoplayed: user action: User_Interaction; ,O Resgate: O Dia da Redenção,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:19:37,01:19:37,BR (Brazil)
Adilan,2022-12-12 14:28:42,00:48:16,Autoplayed: user action: User_Interaction; ,O Resgate: O Dia da Redenção,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:52:38,Not latest view,BR (Brazil)
Adilan,2022-12-12 14:24:35,00:00:09,Autoplayed: user action: None; ,Quero Ficar com Polly,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,Not latest view,BR (Brazil)
Adilan,2022-12-12 14:22:35,00:01:37,Autoplayed: user action: None; ,The Babysitter: Killer Queen PVS Trailer A,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:01:37,00:01:37,BR (Brazil)
Adilan,2022-12-12 14:21:31,00:00:58,Autoplayed: user action: None; ,Dracula Untold_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:58,00:00:58,BR (Brazil)
Adilan,2022-12-12 13:31:53,00:43:23,,Dupla Jornada,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:06:56,01:06:56,BR (Brazil)
Adilan,2022-12-12 13:06:57,00:24:41,,Dupla Jornada,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:24:41,Not latest view,BR (Brazil)
Adilan,2022-12-12 13:06:46,00:00:07,Autoplayed: user action: None; ,Trailer: Dupla Jornada,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:07,00:00:07,BR (Brazil)
Adilan,2022-12-12 12:57:14,00:01:10,Autoplayed: user action: None; ,Dracula Untold_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:01:10,Not latest view,BR (Brazil)
Adilan,2022-12-12 00:45:34,00:00:47,,Lemony Snicket: Desventuras em Série: Temporada 1: A Sala dos Répteis: Volume 1 (Episódio 3),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:02:01,Not latest view,BR (Brazil)
Adilan,2022-12-11 23:44:42,01:00:49,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 2 (Episódio 2),,Samsung CE 2020 Kant-S2 DTV Smart TV,01:02:03,01:02:03,BR (Brazil)
Adilan,2022-12-11 22:57:12,00:44:46,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:47:40,00:47:40,BR (Brazil)
Adilan,2022-12-11 22:56:47,00:00:16,Autoplayed: user action: None; ,"Temporada 6 (Trailer): Peaky Blinders: Sangue, Apostas e Navalhas",TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:16,00:00:16,BR (Brazil)
Adilan,2022-12-11 22:56:29,00:00:06,Autoplayed: user action: None; ,Temporada 2 (Trailer): Alice in Borderland,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,00:00:06,BR (Brazil)
Adilan,2022-12-11 22:55:33,00:00:27,Autoplayed: user action: None; ,Temporada 1 (Teaser): Lookism,TEASER_TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:27,00:00:27,BR (Brazil)
Adilan,2022-12-11 22:54:23,00:00:54,Autoplayed: user action: None; ,Brasil 2002 - Os Bastidores do Penta (Clipe 16): Brasil 2002 - Os Bastidores do Penta,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:54,00:00:54,BR (Brazil)
Adilan,2022-12-11 22:53:26,00:00:53,Autoplayed: user action: None; ,Trailer: Neymar: O Caos Perfeito,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:53,00:00:53,BR (Brazil)
Adilan,2022-12-11 22:36:29,00:16:41,Autoplayed: user action: User_Interaction; ,71 - Esquecido em Belfast,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:16:41,00:16:41,BR (Brazil)
Adilan,2022-12-11 22:35:40,00:00:32,Autoplayed: user action: None; ,Mr. Deeds_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:32,00:00:32,BR (Brazil)
Adilan,2022-12-11 22:35:08,00:00:04,Autoplayed: user action: None; ,Madea: O Retorno (Clipe): Madea: O Retorno,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-11 22:34:09,00:00:13,Autoplayed: user action: None; ,The F**k-It List_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:13,00:00:13,BR (Brazil)
Adilan,2022-12-11 22:33:45,00:00:04,Autoplayed: user action: None; ,A Dog's Purpose_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-11 22:33:11,00:00:04,Autoplayed: user action: None; ,The Babysitter: Killer Queen PVS Trailer A,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,Not latest view,BR (Brazil)
Adilan,2022-12-11 22:32:51,00:00:17,Autoplayed: user action: None; ,Coming to America_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:17,00:00:17,BR (Brazil)
Adilan,2022-12-11 22:32:29,00:00:09,Autoplayed: user action: None; ,Oblivion_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,Not latest view,BR (Brazil)
Adilan,2022-12-11 22:31:58,00:00:09,Autoplayed: user action: None; ,Dracula Untold_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,Not latest view,BR (Brazil)
Adilan,2022-12-10 22:13:18,00:49:48,,Transformers: O Último Cavaleiro,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:49:49,00:49:49,BR (Brazil)
Adilan,2022-12-10 22:13:11,00:00:04,Autoplayed: user action: None; ,Transformers: The Last Knight_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-10 00:18:28,00:00:06,Autoplayed: user action: None; ,The Interview_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,Not latest view,BR (Brazil)
Adilan,2022-12-10 00:17:49,00:00:15,Autoplayed: user action: None; ,Knocked Up_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:15,00:00:15,BR (Brazil)
Adilan,2022-12-10 00:17:34,00:00:09,Autoplayed: user action: None; ,The Change-Up_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-10 00:17:05,00:00:21,Autoplayed: user action: None; ,Dracula Untold_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:21,Not latest view,BR (Brazil)
Adilan,2022-12-10 00:16:36,00:00:23,Autoplayed: user action: None; ,Lemony Snicket: Desventuras em Série: Temporada 1 (Resumo),RECAP,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:23,00:00:23,BR (Brazil)
Adilan,2022-12-10 00:15:06,00:00:50,Autoplayed: user action: None; ,Dragon: The Bruce Lee Story_hook_01_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:50,00:00:50,BR (Brazil)
Adilan,2022-12-10 00:14:55,00:00:04,Autoplayed: user action: None; ,Pinóquio por Guillermo del Toro (Clipe 2): Pinóquio por Guillermo del Toro,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-09 22:41:53,00:54:24,,8 Mile - Rua das Ilusões,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:46:02,01:46:02,BR (Brazil)
Adilan,2022-12-08 20:56:52,00:30:00,,8 Mile - Rua das Ilusões,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:50:37,Not latest view,BR (Brazil)
Adilan,2022-12-08 20:56:32,00:00:10,Autoplayed: user action: None; ,8 Mile_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:11,00:00:11,BR (Brazil)
Adilan,2022-12-08 20:34:14,00:21:44,,8 Mile - Rua das Ilusões,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:21:27,Not latest view,BR (Brazil)
Adilan,2022-12-07 21:09:56,00:00:05,Autoplayed: user action: None; ,Riquinho: Temporada 1 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,00:00:06,BR (Brazil)
Adilan,2022-12-07 21:09:44,00:00:09,Autoplayed: user action: None; ,Temporada 3 (Trailer): Raio Negro,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-07 21:09:07,00:00:24,Autoplayed: user action: None; ,Catch Me If You Can_hook_01_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:24,00:00:24,BR (Brazil)
Adilan,2022-12-07 00:35:04,00:00:06,Autoplayed: user action: None; ,Sam & Cat: Season 1_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,00:00:06,BR (Brazil)
Adilan,2022-12-07 00:34:22,00:00:07,Autoplayed: user action: None; ,Teaser 2: O Troll da Montanha,TEASER_TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:07,Not latest view,BR (Brazil)
Adilan,2022-12-07 00:34:15,00:00:04,Autoplayed: user action: None; ,Exército do Amanhã (Clipe): Exército do Amanhã,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-07 00:33:13,00:00:05,Autoplayed: user action: None; ,Goosebumps_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Adilan,2022-12-07 00:32:40,00:00:07,,8 Mile - Rua das Ilusões,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:07,Not latest view,BR (Brazil)
Adilan,2022-12-07 00:32:21,00:00:16,Autoplayed: user action: None; ,8 Mile_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:16,Not latest view,BR (Brazil)
Adilan,2022-12-07 00:32:00,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Teaser 1): Wandinha,TEASER_TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,00:00:06,BR (Brazil)
Adilan,2022-12-07 00:31:16,00:00:31,Autoplayed: user action: None; ,O Amante de Lady Chatterley (Clipe): O Amante de Lady Chatterley,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:31,00:00:31,BR (Brazil)
Adilan,2022-12-07 00:30:48,00:00:13,Autoplayed: user action: None; ,Riquinho: Temporada 1 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:14,Not latest view,BR (Brazil)
Adilan,2022-12-07 00:30:31,00:00:04,Autoplayed: user action: None; ,Gibby_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-07 00:29:30,00:00:29,Autoplayed: user action: None; ,Trailer 4: Meu Nome é Dolemite,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:29,00:00:29,BR (Brazil)
Adilan,2022-12-07 00:28:25,00:00:41,Autoplayed: user action: None; ,King Kong_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:41,00:00:41,BR (Brazil)
Adilan,2022-12-07 00:28:08,00:00:09,Autoplayed: user action: None; ,I Now Pronounce You Chuck and Larry_hook_primary_16x9,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-07 00:25:31,00:02:09,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:03:00,Not latest view,BR (Brazil)
Adilan,2022-12-06 23:55:55,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:01,Not latest view,BR (Brazil)
Adilan,2022-12-06 23:43:49,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:02,Not latest view,BR (Brazil)
Adilan,2022-12-06 20:58:32,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:01,Not latest view,BR (Brazil)
Adilan,2022-12-06 20:58:25,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:02,Not latest view,BR (Brazil)
Adilan,2022-12-06 02:12:35,00:00:01,Autoplayed: user action: None; ,Meu Nome é Vingança,,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:01,00:00:01,BR (Brazil)
Adilan,2022-12-06 01:58:44,00:00:48,Autoplayed: user action: None; ,The Upshaws: Season 1 - Upper Bound Clip 11,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:48,00:00:48,BR (Brazil)
Adilan,2022-12-06 01:58:01,00:00:22,Autoplayed: user action: None; ,Prank Encounters (Hook: Stay Inside),HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:22,00:00:22,BR (Brazil)
Adilan,2022-12-06 01:57:17,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:01,Not latest view,BR (Brazil)
Adilan,2022-12-06 01:57:11,00:00:01,,Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1 (Episódio 1),,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:01,Not latest view,BR (Brazil)
Adilan,2022-12-06 01:56:46,00:00:11,Autoplayed: user action: None; ,"Dá Licença, Saúde: Temporada 1 (Trailer)",TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:12,00:00:12,BR (Brazil)
Adilan,2022-12-06 01:56:26,00:00:08,Autoplayed: user action: None; ,Saúdem Todos o Rei Julien: Temporada 5 (Trailer),TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-06 01:55:55,00:00:09,Autoplayed: user action: None; ,Sneakerheads: Season 1 PVS Trailer C,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Adilan,2022-12-06 01:55:30,00:00:06,Autoplayed: user action: None; ,Trailer: Vulcão Whakaari: Resgate na Nova Zelândia,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:06,Not latest view,BR (Brazil)
Adilan,2022-12-06 01:54:40,00:00:20,Autoplayed: user action: None; ,Temporada 1 (Trailer): Sonic Prime,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:20,00:00:20,BR (Brazil)
Adilan,2022-12-06 01:54:10,00:00:04,Autoplayed: user action: None; ,Trailer: Os 4 Malfeitores,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-06 01:52:27,00:01:18,Autoplayed: user action: None; ,Temporada 1 (Clipe): Estrada sem Saída,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:01:18,00:01:18,BR (Brazil)
Adilan,2022-12-06 01:52:07,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe): Cabeça Quente,HOOK,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Adilan,2022-12-06 01:12:34,00:00:05,,Trailer: Meu Nome é Vingança,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Adilan,2022-12-05 22:13:46,01:45:17,Autoplayed: user action: User_Interaction; ,Até que a fuga os separe,,Samsung CE 2020 Kant-S2 DTV Smart TV,01:44:34,01:44:34,BR (Brazil)
Adilan,2022-12-05 22:12:08,00:01:31,Autoplayed: user action: None; ,Trailer: Exército do Amanhã,TRAILER,Samsung CE 2020 Kant-S2 DTV Smart TV,00:01:31,00:01:31,BR (Brazil)
